epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
237,4560.28,0.21647,1.35855,0.15384,0.20258,0.88159,1,1,0.995,0.96714,1,1,0.995,0.72867,0.29222,1.2028,0.13552,0.24007,0.58684,0.00106544,0.00106544,0.00106544
238,4579.59,0.21157,1.40763,0.14776,0.20224,0.88144,0.9982,1,0.995,0.98925,0.9982,1,0.995,0.67525,0.26337,1.34343,0.13961,0.26376,0.55108,0.00106148,0.00106148,0.00106148
239,4599.23,0.2069,1.29407,0.15328,0.20059,0.87513,1,1,0.995,0.98315,1,1,0.995,0.68115,0.25695,1.38276,0.14709,0.26198,0.55497,0.00105752,0.00105752,0.00105752
240,4618.3,0.2036,1.2643,0.14329,0.19447,0.8845,1,1,0.995,0.97797,1,1,0.995,0.69455,0.27917,1.35764,0.1434,0.24217,0.56729,0.00105356,0.00105356,0.00105356
241,4637.44,0.21149,1.3407,0.15787,0.19769,0.88744,1,1,0.995,0.97108,1,1,0.995,0.67244,0.30662,1.40171,0.14559,0.26553,0.59138,0.0010496,0.0010496,0.0010496
242,4656.07,0.21745,1.35459,0.16288,0.20213,0.88286,1,1,0.995,0.98166,1,1,0.995,0.7736,0.2848,1.14592,0.14265,0.24009,0.57528,0.00104564,0.00104564,0.00104564
243,4675.44,0.20384,1.25332,0.15503,0.19629,0.88133,1,1,0.995,0.96799,1,1,0.995,0.74524,0.31201,1.19451,0.13647,0.26897,0.60291,0.00104168,0.00104168,0.00104168
244,4694.84,0.19362,1.21467,0.15712,0.18926,0.86243,0.99822,1,0.995,0.98578,0.96494,0.96667,0.97851,0.769,0.28399,1.09811,0.13699,0.24151,0.58614,0.00103772,0.00103772,0.00103772
245,4714.31,0.20003,1.23635,0.15288,0.18929,0.87121,0.99825,1,0.995,0.97186,0.99825,1,0.995,0.76452,0.30314,1.13749,0.13325,0.22913,0.59383,0.00103376,0.00103376,0.00103376
246,4733.96,0.19286,1.14258,0.15508,0.18224,0.87517,1,1,0.995,0.98083,1,1,0.995,0.71916,0.27346,1.26085,0.13493,0.24272,0.55625,0.0010298,0.0010298,0.0010298
247,4753.15,0.20383,1.25792,0.15442,0.19986,0.86054,0.99825,1,0.995,0.98017,0.96498,0.96667,0.97951,0.70163,0.27207,1.38125,0.13058,0.24177,0.55498,0.00102584,0.00102584,0.00102584
248,4772.28,0.20245,1.27943,0.14475,0.1962,0.8786,0.99822,1,0.995,0.98202,0.96495,0.96667,0.97982,0.70095,0.28621,1.24306,0.13572,0.23439,0.58062,0.00102188,0.00102188,0.00102188
249,4791.48,0.1988,1.17344,0.15801,0.19427,0.85176,0.99825,1,0.995,0.97495,0.99825,1,0.995,0.74006,0.29704,1.22807,0.13322,0.24889,0.58382,0.00101792,0.00101792,0.00101792
250,4810.94,0.20296,1.30067,0.15601,0.20237,0.88383,0.99815,1,0.995,0.97172,0.99815,1,0.995,0.73838,0.29273,1.15053,0.14125,0.28115,0.57695,0.00101396,0.00101396,0.00101396
251,4830.37,0.20708,1.22678,0.15725,0.19548,0.88133,0.99811,1,0.995,0.97289,0.99811,1,0.995,0.74427,0.26095,1.14111,0.13978,0.25722,0.55704,0.00101,0.00101,0.00101
252,4849.58,0.20148,1.20343,0.14507,0.18977,0.90412,0.9982,1,0.995,0.96575,0.9982,1,0.995,0.75332,0.28657,1.09374,0.13891,0.24557,0.58112,0.00100604,0.00100604,0.00100604
253,4868.79,0.18272,1.15589,0.15301,0.17696,0.86766,0.99826,1,0.995,0.94774,0.99826,1,0.995,0.72075,0.3051,1.23936,0.13869,0.25055,0.59079,0.00100208,0.00100208,0.00100208
254,4888.08,0.20042,1.08625,0.15289,0.19653,0.88803,1,1,0.995,0.9696,1,1,0.995,0.73232,0.28677,1.22879,0.13692,0.24916,0.5784,0.00099812,0.00099812,0.00099812
255,4907.07,0.19454,1.08529,0.1467,0.18921,0.8826,1,1,0.995,0.96865,1,1,0.995,0.75176,0.29496,1.16654,0.14575,0.28498,0.59135,0.00099416,0.00099416,0.00099416
256,4926.09,0.20609,1.27995,0.15035,0.195,0.8736,1,1,0.995,0.97958,1,1,0.995,0.66298,0.29926,1.29888,0.15579,0.28462,0.58903,0.0009902,0.0009902,0.0009902
257,4945.42,0.21181,1.22809,0.1522,0.2034,0.88539,1,1,0.995,0.97207,1,1,0.995,0.72061,0.28058,1.12743,0.14796,0.28267,0.57641,0.00098624,0.00098624,0.00098624
258,4964.71,0.21169,1.16539,0.15017,0.20876,0.88138,0.99823,1,0.995,0.96614,0.96496,0.96667,0.97851,0.70812,0.30216,1.25967,0.13673,0.27979,0.59384,0.00098228,0.00098228,0.00098228
259,4984.31,0.19133,1.19666,0.14936,0.19302,0.87819,0.99824,1,0.995,0.97702,0.96496,0.96667,0.97951,0.70106,0.28,1.34714,0.1304,0.25004,0.574,0.00097832,0.00097832,0.00097832
260,5003.25,0.1763,1.14203,0.14375,0.17242,0.88565,1,1,0.995,0.98349,1,1,0.995,0.74313,0.26283,1.11936,0.13196,0.23403,0.55942,0.00097436,0.00097436,0.00097436
261,5022.15,0.183,1.1457,0.15369,0.18939,0.87994,0.99828,1,0.995,0.98949,0.99828,1,0.995,0.74515,0.24728,1.18306,0.13112,0.23102,0.55589,0.0009704,0.0009704,0.0009704
262,5041.12,0.17738,1.0987,0.14655,0.17703,0.89075,0.99826,1,0.995,0.98268,0.99826,1,0.995,0.78488,0.26056,1.03122,0.13109,0.2395,0.56868,0.00096644,0.00096644,0.00096644
263,5060.89,0.19346,1.2284,0.15073,0.17734,0.8781,1,1,0.995,0.98811,1,1,0.995,0.68053,0.26624,1.33969,0.13257,0.2378,0.57527,0.00096248,0.00096248,0.00096248
264,5079.85,0.1903,1.24088,0.15686,0.18936,0.87358,1,1,0.995,0.99127,1,1,0.995,0.74891,0.25135,1.14301,0.13518,0.22823,0.5499,0.00095852,0.00095852,0.00095852
265,5098.76,0.18555,1.13444,0.15853,0.18393,0.85776,0.99822,1,0.995,0.97425,0.99822,1,0.995,0.74937,0.25199,1.19935,0.13619,0.24461,0.54967,0.00095456,0.00095456,0.00095456
266,5117.67,0.19651,1.13937,0.1583,0.18909,0.86226,0.99823,1,0.995,0.98402,0.99823,1,0.995,0.73377,0.25872,1.24992,0.13809,0.26812,0.5634,0.0009506,0.0009506,0.0009506
267,5136.72,0.198,1.15274,0.15387,0.19453,0.8795,0.99825,1,0.995,0.97801,0.99825,1,0.995,0.75627,0.25405,1.17954,0.14174,0.25383,0.56683,0.00094664,0.00094664,0.00094664
268,5156.06,0.18916,1.1095,0.15517,0.18573,0.87121,1,1,0.995,0.96961,1,1,0.995,0.78528,0.27812,1.02353,0.14778,0.2624,0.60441,0.00094268,0.00094268,0.00094268
269,5175.12,0.19041,1.08062,0.14973,0.18078,0.86811,1,1,0.995,0.98383,1,1,0.995,0.78732,0.28384,1.11276,0.14292,0.26627,0.59475,0.00093872,0.00093872,0.00093872
270,5194.83,0.185,1.10093,0.14032,0.1752,0.88846,1,1,0.995,0.96861,1,1,0.995,0.82185,0.30687,0.91883,0.14697,0.27033,0.61565,0.00093476,0.00093476,0.00093476
271,5214.33,0.17779,1.039,0.1482,0.17852,0.85135,1,1,0.995,0.98851,1,1,0.995,0.78919,0.27147,0.9651,0.13473,0.24179,0.55696,0.0009308,0.0009308,0.0009308
272,5233.39,0.18937,1.09865,0.1398,0.1871,0.88031,0.99825,1,0.995,0.98893,0.99825,1,0.995,0.78674,0.24192,1.08479,0.13065,0.21673,0.53241,0.00092684,0.00092684,0.00092684
273,5252.39,0.20065,1.10353,0.14776,0.18935,0.88244,0.99831,1,0.995,0.98671,0.99831,1,0.995,0.75185,0.26716,1.12289,0.13048,0.21138,0.55008,0.00092288,0.00092288,0.00092288
274,5271.31,0.19226,1.07637,0.14604,0.18124,0.88508,0.99832,1,0.995,0.97873,0.99832,1,0.995,0.79259,0.28223,1.05678,0.13547,0.23453,0.56792,0.00091892,0.00091892,0.00091892
275,5290.41,0.19044,1.03928,0.1504,0.17951,0.87026,0.99826,1,0.995,0.97971,0.99826,1,0.995,0.75224,0.26687,1.14811,0.13291,0.24148,0.56525,0.00091496,0.00091496,0.00091496
276,5309.2,0.20278,1.01324,0.15027,0.18769,0.86796,0.99826,1,0.995,0.97012,0.99826,1,0.995,0.76371,0.26695,1.00327,0.13512,0.2346,0.56306,0.000911,0.000911,0.000911
277,5328.46,0.20159,1.04169,0.15847,0.18833,0.86693,1,1,0.995,0.96931,1,1,0.995,0.7384,0.27714,1.06461,0.13857,0.25145,0.57669,0.00090704,0.00090704,0.00090704
278,5347.42,0.18794,1.04613,0.13306,0.18842,0.87208,1,1,0.995,0.97816,1,1,0.995,0.70433,0.28995,1.07822,0.14061,0.24637,0.58078,0.00090308,0.00090308,0.00090308
279,5366.32,0.20569,1.09911,0.15088,0.18919,0.88358,0.99826,1,0.995,0.98102,0.99826,1,0.995,0.74596,0.26229,1.06006,0.13932,0.24499,0.55976,0.00089912,0.00089912,0.00089912
280,5385.56,0.17853,1.02464,0.14716,0.19031,0.86925,1,1,0.995,0.98182,1,1,0.995,0.72031,0.26397,1.03187,0.14535,0.26716,0.55439,0.00089516,0.00089516,0.00089516
281,5404.69,0.18139,0.98364,0.14141,0.18597,0.86273,1,1,0.995,0.98683,1,1,0.995,0.73702,0.26467,1.05381,0.14179,0.26778,0.55085,0.0008912,0.0008912,0.0008912
282,5423.58,0.19226,1.00496,0.14761,0.18744,0.86288,1,1,0.995,0.97774,1,1,0.995,0.76051,0.26722,1.03738,0.13195,0.27327,0.55896,0.00088724,0.00088724,0.00088724
283,5442.26,0.18629,1.01909,0.14508,0.18374,0.85707,0.99824,1,0.995,0.97856,0.99824,1,0.995,0.79852,0.27505,0.89294,0.12988,0.26487,0.56686,0.00088328,0.00088328,0.00088328
284,5461.36,0.17853,1.0022,0.14681,0.17706,0.87276,0.99826,1,0.995,0.9826,0.99826,1,0.995,0.7554,0.25459,1.06653,0.12646,0.243,0.54767,0.00087932,0.00087932,0.00087932
285,5480.76,0.18427,0.94509,0.13919,0.17671,0.88548,0.99829,1,0.995,0.98559,0.99829,1,0.995,0.73678,0.26043,1.11575,0.12982,0.23239,0.55411,0.00087536,0.00087536,0.00087536
286,5499.69,0.18027,1.02563,0.14012,0.17449,0.88495,1,1,0.995,0.96969,1,1,0.995,0.77074,0.25995,1.09574,0.1301,0.23084,0.5569,0.0008714,0.0008714,0.0008714
287,5518.65,0.18823,0.97981,0.14659,0.1772,0.88644,1,1,0.995,0.98135,1,1,0.995,0.80124,0.25831,0.96162,0.13051,0.2242,0.553,0.00086744,0.00086744,0.00086744
288,5537.72,0.17607,0.97462,0.14188,0.18044,0.87866,1,1,0.995,0.98848,1,1,0.995,0.77472,0.25183,1.05954,0.13327,0.2251,0.54925,0.00086348,0.00086348,0.00086348
289,5557.23,0.16993,1.00622,0.13921,0.17875,0.86732,1,1,0.995,0.98515,1,1,0.995,0.76632,0.24103,1.15572,0.13405,0.2088,0.53447,0.00085952,0.00085952,0.00085952
290,5576.48,0.17537,1.0592,0.14525,0.17646,0.86154,0.99827,1,0.995,0.98809,0.99827,1,0.995,0.74594,0.24271,1.14849,0.13267,0.22094,0.53642,0.00085556,0.00085556,0.00085556
291,5595.63,0.18532,1.07625,0.14505,0.17135,0.87685,0.99826,1,0.995,0.9868,0.99826,1,0.995,0.73578,0.23279,1.12452,0.13103,0.22464,0.53066,0.0008516,0.0008516,0.0008516
292,5614.85,0.18427,1.02127,0.15164,0.17813,0.87472,1,1,0.995,0.9835,1,1,0.995,0.76377,0.23347,1.07752,0.13107,0.22173,0.53666,0.00084764,0.00084764,0.00084764
293,5633.77,0.17004,1.02426,0.13974,0.17135,0.87122,0.99824,1,0.995,0.98646,0.99824,1,0.995,0.74447,0.26092,1.05575,0.14708,0.23458,0.56745,0.00084368,0.00084368,0.00084368
294,5652.8,0.17039,0.99187,0.15114,0.16445,0.849,1,1,0.995,0.98743,1,1,0.995,0.76717,0.24287,1.05462,0.14465,0.22256,0.54207,0.00083972,0.00083972,0.00083972
295,5672.09,0.16725,0.96992,0.14038,0.16751,0.87087,1,1,0.995,0.98773,1,1,0.995,0.77609,0.23779,0.97042,0.135,0.21871,0.53759,0.00083576,0.00083576,0.00083576
296,5691.22,0.17538,0.97282,0.14935,0.16729,0.86867,1,1,0.995,0.97565,1,1,0.995,0.76779,0.23976,1.00779,0.13178,0.21359,0.54087,0.0008318,0.0008318,0.0008318
297,5710.19,0.18069,0.94581,0.14703,0.17487,0.88327,1,1,0.995,0.98326,1,1,0.995,0.79762,0.23481,1.00617,0.13012,0.21265,0.53715,0.00082784,0.00082784,0.00082784
298,5729.08,0.18453,0.98732,0.13907,0.16977,0.87804,1,1,0.995,0.98235,1,1,0.995,0.79626,0.26083,0.93957,0.13315,0.25451,0.55279,0.00082388,0.00082388,0.00082388
299,5748.77,0.19229,0.94626,0.13978,0.18099,0.8735,1,1,0.995,0.94981,1,1,0.995,0.77979,0.31416,0.87569,0.13441,0.27713,0.58756,0.00081992,0.00081992,0.00081992
300,5767.78,0.18417,0.94447,0.15602,0.18517,0.85855,1,1,0.995,0.97385,1,1,0.995,0.79619,0.27545,0.89868,0.13569,0.26225,0.57018,0.00081596,0.00081596,0.00081596
301,5786.82,0.17864,0.9506,0.14626,0.17948,0.87649,1,1,0.995,0.99099,1,1,0.995,0.77222,0.26187,1.00293,0.13241,0.26526,0.55724,0.000812,0.000812,0.000812
302,5806.17,0.17862,0.8946,0.15333,0.17821,0.86087,1,1,0.995,0.9703,1,1,0.995,0.7784,0.2606,1.00898,0.13386,0.22064,0.5609,0.00080804,0.00080804,0.00080804
303,5825.08,0.17856,0.92978,0.14698,0.18285,0.88789,1,1,0.995,0.97544,1,1,0.995,0.77453,0.26449,0.9896,0.1282,0.22753,0.55414,0.00080408,0.00080408,0.00080408
304,5844,0.18454,0.97521,0.14081,0.17866,0.87973,0.99824,1,0.995,0.995,0.99824,1,0.995,0.77637,0.24839,0.95077,0.12599,0.21682,0.54108,0.00080012,0.00080012,0.00080012
305,5862.88,0.17915,0.92791,0.14362,0.17851,0.87772,0.99824,1,0.995,0.98894,0.99824,1,0.995,0.77771,0.26894,0.95162,0.12743,0.22308,0.55187,0.00079616,0.00079616,0.00079616
306,5881.68,0.18218,1.03268,0.15699,0.18637,0.85619,0.99825,1,0.995,0.99358,0.99825,1,0.995,0.7473,0.24803,1.08147,0.12622,0.22358,0.53439,0.0007922,0.0007922,0.0007922
307,5900.65,0.17956,0.95731,0.14564,0.1775,0.86737,1,1,0.995,0.99132,1,1,0.995,0.75451,0.25495,1.04091,0.12799,0.23173,0.54051,0.00078824,0.00078824,0.00078824
308,5919.52,0.18417,0.91462,0.1476,0.17998,0.86548,1,1,0.995,0.99025,1,1,0.995,0.79027,0.23463,0.95796,0.12908,0.23552,0.52979,0.00078428,0.00078428,0.00078428
309,5938.49,0.1792,0.85721,0.13872,0.16788,0.87714,0.99827,1,0.995,0.98374,0.99827,1,0.995,0.77476,0.27098,0.91954,0.12873,0.22395,0.56008,0.00078032,0.00078032,0.00078032
310,5957.62,0.17842,0.89776,0.14074,0.17942,0.86282,0.99826,1,0.995,0.97174,0.99826,1,0.995,0.79337,0.25008,0.87259,0.12605,0.22515,0.54846,0.00077636,0.00077636,0.00077636
311,5976.47,0.1702,0.90058,0.14628,0.1754,0.86807,1,1,0.995,0.98626,1,1,0.995,0.75539,0.23883,0.94817,0.12793,0.21245,0.54272,0.0007724,0.0007724,0.0007724
312,5995.53,0.16724,0.88626,0.14704,0.16864,0.86609,0.99824,1,0.995,0.97624,0.99824,1,0.995,0.82689,0.25801,0.91734,0.12897,0.21911,0.57211,0.00076844,0.00076844,0.00076844
313,6014.81,0.17668,0.91338,0.13885,0.17894,0.873,0.99813,1,0.995,0.97578,0.99813,1,0.995,0.76514,0.27307,1.00962,0.12927,0.24429,0.58665,0.00076448,0.00076448,0.00076448
314,6033.91,0.18419,0.94387,0.15384,0.17757,0.86109,0.99755,1,0.995,0.98706,0.99755,1,0.995,0.78297,0.25216,1.00461,0.13014,0.22428,0.56245,0.00076052,0.00076052,0.00076052
315,6052.74,0.16984,0.92272,0.14158,0.17736,0.84803,0.99669,1,0.995,0.9632,0.99669,1,0.995,0.78573,0.27031,0.99926,0.12742,0.22905,0.56339,0.00075656,0.00075656,0.00075656
316,6071.98,0.1591,1.0431,0.15522,0.16948,0.85491,0.99804,1,0.995,0.98758,0.99804,1,0.995,0.81537,0.2382,0.88595,0.1302,0.21895,0.54096,0.0007526,0.0007526,0.0007526
317,6091.19,0.16116,0.92592,0.13959,0.17086,0.86676,0.99792,1,0.995,0.98605,0.99792,1,0.995,0.79389,0.24069,0.8664,0.12938,0.20835,0.53595,0.00074864,0.00074864,0.00074864
318,6109.95,0.1547,0.94421,0.14425,0.16888,0.8544,0.99822,1,0.995,0.98235,0.99822,1,0.995,0.82127,0.24155,0.86931,0.12757,0.21709,0.53514,0.00074468,0.00074468,0.00074468
319,6129.94,0.15988,0.89562,0.14796,0.16179,0.84127,0.99828,1,0.995,0.98289,0.99828,1,0.995,0.81782,0.24701,0.87754,0.12673,0.21414,0.53899,0.00074072,0.00074072,0.00074072
320,6149.12,0.1619,0.88401,0.14653,0.16464,0.86192,0.99829,1,0.995,0.98484,0.99829,1,0.995,0.80613,0.26953,0.9578,0.13574,0.25218,0.56324,0.00073676,0.00073676,0.00073676
321,6168.31,0.1649,0.8545,0.14562,0.16422,0.86801,0.99827,1,0.995,0.98742,0.99827,1,0.995,0.78483,0.25447,0.96939,0.1351,0.24333,0.54956,0.0007328,0.0007328,0.0007328
322,6187.2,0.16358,0.8502,0.13628,0.16534,0.87088,0.99828,1,0.995,0.98312,0.99828,1,0.995,0.82474,0.2685,0.86452,0.13264,0.23913,0.56708,0.00072884,0.00072884,0.00072884
323,6206.77,0.1579,0.85142,0.13093,0.16743,0.87016,0.99828,1,0.995,0.97874,0.99828,1,0.995,0.81499,0.26487,0.948,0.13357,0.23664,0.56753,0.00072488,0.00072488,0.00072488
324,6226.1,0.16718,0.95312,0.14218,0.17006,0.87483,0.99825,1,0.995,0.97524,0.99825,1,0.995,0.80177,0.25605,0.95355,0.13683,0.26519,0.5618,0.00072092,0.00072092,0.00072092
325,6245.67,0.16745,0.8509,0.12594,0.16667,0.86848,0.99823,1,0.995,0.9843,0.99823,1,0.995,0.79569,0.25047,0.96864,0.13385,0.26393,0.5526,0.00071696,0.00071696,0.00071696
326,6264.68,0.16593,0.88018,0.13381,0.16944,0.86936,1,1,0.995,0.98654,1,1,0.995,0.82838,0.25038,0.85567,0.1313,0.23968,0.54802,0.000713,0.000713,0.000713
327,6284.35,0.16711,0.88506,0.13932,0.16888,0.86076,1,1,0.995,0.98354,1,1,0.995,0.82426,0.25379,0.89168,0.12806,0.22059,0.54132,0.00070904,0.00070904,0.00070904
328,6303.58,0.1842,0.887,0.15375,0.17605,0.84974,0.99824,1,0.995,0.98242,0.99824,1,0.995,0.79064,0.24979,0.93472,0.13118,0.20632,0.53869,0.00070508,0.00070508,0.00070508
329,6322.58,0.16654,0.9306,0.14833,0.1715,0.84972,0.99825,1,0.995,0.98773,0.99825,1,0.995,0.7607,0.23183,0.98802,0.12716,0.19653,0.53272,0.00070112,0.00070112,0.00070112
330,6341.25,0.16208,0.88333,0.14918,0.16203,0.84501,1,1,0.995,0.98956,1,1,0.995,0.81607,0.24191,0.89338,0.12733,0.21248,0.53553,0.00069716,0.00069716,0.00069716
331,6360.4,0.17983,0.88112,0.15108,0.17052,0.87211,1,1,0.995,0.99264,1,1,0.995,0.83296,0.21951,0.87329,0.12685,0.22161,0.5244,0.0006932,0.0006932,0.0006932
332,6379.88,0.17202,0.89611,0.13847,0.16629,0.86079,0.99824,1,0.995,0.99033,0.99824,1,0.995,0.8113,0.23639,0.8911,0.13256,0.24195,0.5346,0.00068924,0.00068924,0.00068924
333,6399.09,0.17224,0.86865,0.14245,0.16902,0.85763,0.99824,1,0.995,0.98797,0.99824,1,0.995,0.82325,0.23702,0.87233,0.13168,0.23807,0.53182,0.00068528,0.00068528,0.00068528
334,6418.02,0.16043,0.88182,0.13475,0.16845,0.87176,0.99829,1,0.995,0.98922,0.99829,1,0.995,0.83022,0.24744,0.83329,0.13294,0.23331,0.5408,0.00068132,0.00068132,0.00068132
335,6437.16,0.15751,0.8993,0.13898,0.16291,0.87123,1,1,0.995,0.98894,1,1,0.995,0.79978,0.25211,0.87388,0.12759,0.22947,0.54199,0.00067736,0.00067736,0.00067736
336,6455.92,0.15764,0.86202,0.15027,0.1613,0.85154,1,1,0.995,0.99074,1,1,0.995,0.80064,0.24201,0.90029,0.12616,0.22738,0.53664,0.0006734,0.0006734,0.0006734
337,6474.95,0.15484,0.87827,0.13215,0.16255,0.86472,1,1,0.995,0.9831,1,1,0.995,0.80013,0.23394,0.97062,0.12777,0.22013,0.53397,0.00066944,0.00066944,0.00066944
338,6494.03,0.15983,0.81962,0.14727,0.1577,0.85958,1,1,0.995,0.98594,1,1,0.995,0.79393,0.2315,0.89517,0.12725,0.22198,0.53434,0.00066548,0.00066548,0.00066548
339,6513.42,0.16592,0.82901,0.14218,0.15912,0.86641,0.99827,1,0.995,0.98691,0.99827,1,0.995,0.82985,0.22961,0.84587,0.12692,0.22285,0.53552,0.00066152,0.00066152,0.00066152
340,6533.31,0.15848,0.78485,0.1493,0.16552,0.86113,1,1,0.995,0.9879,1,1,0.995,0.84986,0.24361,0.77293,0.13712,0.23801,0.54134,0.00065756,0.00065756,0.00065756
341,6552.98,0.16447,0.84726,0.14434,0.16618,0.853,1,1,0.995,0.99151,1,1,0.995,0.81964,0.24003,0.87295,0.13858,0.2417,0.53512,0.0006536,0.0006536,0.0006536
342,6572.4,0.1707,0.88079,0.13837,0.1661,0.86093,1,1,0.995,0.98291,1,1,0.995,0.79571,0.24325,0.94796,0.13043,0.21292,0.53376,0.00064964,0.00064964,0.00064964
343,6591.86,0.1595,0.80698,0.14012,0.16001,0.86028,0.99825,1,0.995,0.99065,0.99825,1,0.995,0.81274,0.22817,0.87502,0.1268,0.1993,0.52479,0.00064568,0.00064568,0.00064568
344,6611.15,0.16804,0.84105,0.14053,0.16766,0.86502,1,1,0.995,0.98435,1,1,0.995,0.81441,0.24352,0.88581,0.12612,0.23188,0.54073,0.00064172,0.00064172,0.00064172
345,6630.08,0.16557,0.80131,0.13104,0.16383,0.86659,1,1,0.995,0.98745,1,1,0.995,0.79892,0.2221,0.88923,0.12698,0.22127,0.52102,0.00063776,0.00063776,0.00063776
346,6649.38,0.16139,0.82074,0.14005,0.16883,0.85696,0.99825,1,0.995,0.98662,0.99825,1,0.995,0.81974,0.2284,0.80306,0.12793,0.21349,0.52563,0.0006338,0.0006338,0.0006338
347,6668.75,0.15716,0.79418,0.13884,0.16229,0.86331,0.99827,1,0.995,0.98243,0.99827,1,0.995,0.84436,0.23559,0.80221,0.12527,0.20643,0.52103,0.00062984,0.00062984,0.00062984
348,6687.48,0.16235,0.80907,0.13708,0.16234,0.86916,1,1,0.995,0.98155,1,1,0.995,0.81003,0.24699,0.88918,0.13484,0.21698,0.54764,0.00062588,0.00062588,0.00062588
349,6706.56,0.15744,0.82755,0.14098,0.1592,0.86099,0.99825,1,0.995,0.98592,0.99825,1,0.995,0.80763,0.24116,0.93481,0.13568,0.22546,0.54144,0.00062192,0.00062192,0.00062192
350,6725.94,0.15777,0.80945,0.13668,0.16271,0.85432,1,1,0.995,0.98613,1,1,0.995,0.79964,0.22838,0.8773,0.1333,0.22502,0.53585,0.00061796,0.00061796,0.00061796
351,6745.28,0.15308,0.81264,0.13647,0.15595,0.86026,1,1,0.995,0.99064,1,1,0.995,0.78506,0.23753,0.96736,0.13695,0.23043,0.55059,0.000614,0.000614,0.000614
352,6764.19,0.14901,0.83576,0.13221,0.15459,0.86129,1,1,0.995,0.96928,1,1,0.995,0.81696,0.24727,0.86205,0.13772,0.21659,0.56177,0.00061004,0.00061004,0.00061004
353,6783.35,0.15087,0.79448,0.13542,0.16077,0.84979,1,1,0.995,0.97181,1,1,0.995,0.77945,0.25926,0.9732,0.14311,0.21495,0.57677,0.00060608,0.00060608,0.00060608
354,6802.39,0.1482,0.83036,0.13984,0.16002,0.85536,0.99828,1,0.995,0.98853,0.99828,1,0.995,0.7988,0.23645,0.87709,0.13092,0.24499,0.5406,0.00060212,0.00060212,0.00060212
355,6821.26,0.15995,0.77636,0.13332,0.15778,0.86133,0.99829,1,0.995,0.98069,0.99829,1,0.995,0.79828,0.24927,0.87298,0.13146,0.23771,0.54367,0.00059816,0.00059816,0.00059816
356,6840.41,0.16751,0.85154,0.13331,0.16553,0.85927,0.99829,1,0.995,0.98397,0.99829,1,0.995,0.84539,0.24302,0.8091,0.12973,0.22021,0.53508,0.0005942,0.0005942,0.0005942
357,6860.01,0.15303,0.78158,0.13895,0.15869,0.86059,1,1,0.995,0.98767,1,1,0.995,0.85428,0.22744,0.8002,0.12938,0.21106,0.52722,0.00059024,0.00059024,0.00059024
358,6879.5,0.14805,0.85267,0.14696,0.15562,0.85697,1,1,0.995,0.98326,1,1,0.995,0.81207,0.22957,0.83433,0.12744,0.20927,0.5333,0.00058628,0.00058628,0.00058628
359,6898.59,0.14926,0.80856,0.1333,0.15349,0.86131,1,1,0.995,0.97958,1,1,0.995,0.82018,0.23183,0.77887,0.12413,0.21009,0.53723,0.00058232,0.00058232,0.00058232
360,6917.41,0.15142,0.7567,0.13783,0.15591,0.85951,1,1,0.995,0.98277,1,1,0.995,0.8382,0.23629,0.76766,0.12365,0.21512,0.5342,0.00057836,0.00057836,0.00057836
361,6936.24,0.14135,0.81616,0.13182,0.14866,0.863,1,1,0.995,0.98741,1,1,0.995,0.82452,0.23038,0.77582,0.12487,0.20421,0.52897,0.0005744,0.0005744,0.0005744
362,6955.23,0.14735,0.85623,0.14471,0.15367,0.85546,1,1,0.995,0.9789,1,1,0.995,0.80308,0.23192,0.84425,0.12325,0.19963,0.53101,0.00057044,0.00057044,0.00057044
363,6974.16,0.14388,0.84105,0.13746,0.14923,0.86092,1,1,0.995,0.97751,1,1,0.995,0.80042,0.23631,0.85697,0.12669,0.20406,0.53761,0.00056648,0.00056648,0.00056648
364,6992.95,0.13945,0.83604,0.1319,0.146,0.85727,1,1,0.995,0.99101,1,1,0.995,0.81945,0.23359,0.81798,0.12383,0.21774,0.53806,0.00056252,0.00056252,0.00056252
365,7011.86,0.13887,0.77997,0.13996,0.14941,0.86127,1,1,0.995,0.99341,1,1,0.995,0.83659,0.2378,0.75822,0.12607,0.21492,0.53744,0.00055856,0.00055856,0.00055856
366,7030.92,0.14494,0.75356,0.13553,0.14672,0.86075,1,1,0.995,0.99036,1,1,0.995,0.84948,0.22575,0.76327,0.12509,0.21518,0.52666,0.0005546,0.0005546,0.0005546
367,7050.08,0.14133,0.7241,0.12917,0.14282,0.86221,1,1,0.995,0.99331,1,1,0.995,0.85055,0.22156,0.71626,0.12469,0.18915,0.52022,0.00055064,0.00055064,0.00055064
368,7069.27,0.141,0.78645,0.1384,0.14743,0.85839,1,1,0.995,0.98944,1,1,0.995,0.81657,0.22942,0.77445,0.12968,0.19911,0.52175,0.00054668,0.00054668,0.00054668
369,7088.59,0.1496,0.77983,0.14797,0.15015,0.85848,1,1,0.995,0.98797,1,1,0.995,0.82043,0.23613,0.79779,0.13308,0.21605,0.53396,0.00054272,0.00054272,0.00054272
